iso_code,casedate,location,continent,new_cases,new_deaths,population,pop_density,median_age,gdp_per_capita,hosp_beds,total_vaccinations_per_hundred,aged_65_older,life_expectancy,human_development_index,region
AFG,2021-05-23,Afghanistan,Asia,2244.0,60.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-05-30,Afghanistan,Asia,5033.0,117.0,41128772,54.422,18.6,1803.987,0.5,1.46,2.581,64.83,0.511,South Asia
AFG,2021-06-06,Afghanistan,Asia,8463.0,226.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-06-13,Afghanistan,Asia,10637.0,382.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-06-20,Afghanistan,Asia,12045.0,595.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-06-27,Afghanistan,Asia,12314.0,528.0,41128772,54.422,18.6,1803.987,0.5,2.03,2.581,64.83,0.511,South Asia
AFG,2021-07-04,Afghanistan,Asia,10528.0,549.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-07-11,Afghanistan,Asia,8830.0,525.0,41128772,54.422,18.6,1803.987,0.5,2.34,2.581,64.83,0.511,South Asia
AFG,2021-07-18,Afghanistan,Asia,7024.0,423.0,41128772,54.422,18.6,1803.987,0.5,2.66,2.581,64.83,0.511,South Asia
AFG,2021-07-25,Afghanistan,Asia,3269.0,278.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-08-01,Afghanistan,Asia,3630.0,312.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-08-08,Afghanistan,Asia,2957.0,171.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-08-15,Afghanistan,Asia,1575.0,113.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-08-22,Afghanistan,Asia,478.0,49.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-08-29,Afghanistan,Asia,522.0,39.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-09-05,Afghanistan,Asia,390.0,23.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-09-12,Afghanistan,Asia,567.0,35.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-09-19,Afghanistan,Asia,549.0,32.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-09-26,Afghanistan,Asia,360.0,0.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-10-03,Afghanistan,Asia,242.0,13.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-10-10,Afghanistan,Asia,203.0,9.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-10-17,Afghanistan,Asia,273.0,17.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-10-24,Afghanistan,Asia,201.0,15.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-10-31,Afghanistan,Asia,270.0,19.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-11-07,Afghanistan,Asia,187.0,12.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-11-14,Afghanistan,Asia,237.0,8.0,41128772,54.422,18.6,1803.987,0.5,9.77,2.581,64.83,0.511,South Asia
AFG,2021-11-21,Afghanistan,Asia,352.0,9.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-11-28,Afghanistan,Asia,326.0,7.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-12-05,Afghanistan,Asia,241.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-12-12,Afghanistan,Asia,180.0,13.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-12-19,Afghanistan,Asia,134.0,8.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2021-12-26,Afghanistan,Asia,157.0,19.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-01-02,Afghanistan,Asia,210.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-01-09,Afghanistan,Asia,233.0,13.0,41128772,54.422,18.6,1803.987,0.5,11.92,2.581,64.83,0.511,South Asia
AFG,2022-01-16,Afghanistan,Asia,333.0,9.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-01-23,Afghanistan,Asia,870.0,12.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-01-30,Afghanistan,Asia,2118.0,17.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-02-06,Afghanistan,Asia,4046.0,18.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-02-13,Afghanistan,Asia,4440.0,63.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-02-20,Afghanistan,Asia,1778.0,46.0,41128772,54.422,18.6,1803.987,0.5,13.16,2.581,64.83,0.511,South Asia
AFG,2022-02-27,Afghanistan,Asia,1250.0,54.0,41128772,54.422,18.6,1803.987,0.5,13.46,2.581,64.83,0.511,South Asia
AFG,2022-03-06,Afghanistan,Asia,1167.0,34.0,41128772,54.422,18.6,1803.987,0.5,13.61,2.581,64.83,0.511,South Asia
AFG,2022-03-13,Afghanistan,Asia,1715.0,20.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-03-20,Afghanistan,Asia,977.0,10.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-03-27,Afghanistan,Asia,435.0,8.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-04-03,Afghanistan,Asia,331.0,11.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-04-10,Afghanistan,Asia,285.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-04-17,Afghanistan,Asia,297.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-04-24,Afghanistan,Asia,261.0,5.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-05-01,Afghanistan,Asia,231.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-05-08,Afghanistan,Asia,44.0,1.0,41128772,54.422,18.6,1803.987,0.5,14.65,2.581,64.83,0.511,South Asia
AFG,2022-05-15,Afghanistan,Asia,320.0,6.0,41128772,54.422,18.6,1803.987,0.5,14.75,2.581,64.83,0.511,South Asia
AFG,2022-05-22,Afghanistan,Asia,431.0,7.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-05-29,Afghanistan,Asia,449.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-06-05,Afghanistan,Asia,495.0,8.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-06-12,Afghanistan,Asia,415.0,0.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-06-19,Afghanistan,Asia,541.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-06-26,Afghanistan,Asia,498.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-07-03,Afghanistan,Asia,571.0,7.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-07-10,Afghanistan,Asia,576.0,3.0,41128772,54.422,18.6,1803.987,0.5,15.78,2.581,64.83,0.511,South Asia
AFG,2022-07-17,Afghanistan,Asia,231.0,3.0,41128772,54.422,18.6,1803.987,0.5,16.31,2.581,64.83,0.511,South Asia
AFG,2022-07-24,Afghanistan,Asia,1024.0,8.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-07-31,Afghanistan,Asia,1106.0,9.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-08-07,Afghanistan,Asia,1466.0,5.0,41128772,54.422,18.6,1803.987,0.5,23.88,2.581,64.83,0.511,South Asia
AFG,2022-08-14,Afghanistan,Asia,1785.0,6.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-08-21,Afghanistan,Asia,1604.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-08-28,Afghanistan,Asia,1773.0,15.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-09-04,Afghanistan,Asia,1679.0,6.0,41128772,54.422,18.6,1803.987,0.5,28.18,2.581,64.83,0.511,South Asia
AFG,2022-09-11,Afghanistan,Asia,1760.0,7.0,41128772,54.422,18.6,1803.987,0.5,28.51,2.581,64.83,0.511,South Asia
AFG,2022-09-18,Afghanistan,Asia,1435.0,7.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-09-25,Afghanistan,Asia,1201.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-10-02,Afghanistan,Asia,989.0,3.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-10-09,Afghanistan,Asia,927.0,5.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-10-16,Afghanistan,Asia,897.0,7.0,41128772,54.422,18.6,1803.987,0.5,29.12,2.581,64.83,0.511,South Asia
AFG,2022-10-23,Afghanistan,Asia,933.0,7.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-10-30,Afghanistan,Asia,805.0,3.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-11-06,Afghanistan,Asia,784.0,5.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-11-13,Afghanistan,Asia,813.0,3.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-11-20,Afghanistan,Asia,581.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-11-27,Afghanistan,Asia,584.0,2.0,41128772,54.422,18.6,1803.987,0.5,29.85,2.581,64.83,0.511,South Asia
AFG,2022-12-04,Afghanistan,Asia,568.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-12-11,Afghanistan,Asia,381.0,5.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-12-18,Afghanistan,Asia,441.0,5.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2022-12-25,Afghanistan,Asia,336.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-01-01,Afghanistan,Asia,257.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-01-08,Afghanistan,Asia,201.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-01-15,Afghanistan,Asia,173.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-01-22,Afghanistan,Asia,144.0,5.0,41128772,54.422,18.6,1803.987,0.5,30.81,2.581,64.83,0.511,South Asia
AFG,2023-01-29,Afghanistan,Asia,323.0,6.0,41128772,54.422,18.6,1803.987,0.5,30.84,2.581,64.83,0.511,South Asia
AFG,2023-02-05,Afghanistan,Asia,272.0,8.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-02-12,Afghanistan,Asia,164.0,3.0,41128772,54.422,18.6,1803.987,0.5,31.05,2.581,64.83,0.511,South Asia
AFG,2023-02-19,Afghanistan,Asia,230.0,0.0,41128772,54.422,18.6,1803.987,0.5,33.08,2.581,64.83,0.511,South Asia
AFG,2023-02-26,Afghanistan,Asia,165.0,1.0,41128772,54.422,18.6,1803.987,0.5,35.85,2.581,64.83,0.511,South Asia
AFG,2023-03-05,Afghanistan,Asia,118.0,1.0,41128772,54.422,18.6,1803.987,0.5,38.82,2.581,64.83,0.511,South Asia
AFG,2023-03-12,Afghanistan,Asia,141.0,1.0,41128772,54.422,18.6,1803.987,0.5,39.51,2.581,64.83,0.511,South Asia
AFG,2023-03-19,Afghanistan,Asia,239.0,1.0,41128772,54.422,18.6,1803.987,0.5,40.06,2.581,64.83,0.511,South Asia
AFG,2023-03-26,Afghanistan,Asia,331.0,1.0,41128772,54.422,18.6,1803.987,0.5,40.11,2.581,64.83,0.511,South Asia
AFG,2023-04-02,Afghanistan,Asia,548.0,1.0,41128772,54.422,18.6,1803.987,0.5,40.33,2.581,64.83,0.511,South Asia
AFG,2023-04-09,Afghanistan,Asia,884.0,1.0,41128772,54.422,18.6,1803.987,0.5,40.42,2.581,64.83,0.511,South Asia
AFG,2023-04-16,Afghanistan,Asia,1100.0,1.0,41128772,54.422,18.6,1803.987,0.5,40.67,2.581,64.83,0.511,South Asia
AFG,2023-04-23,Afghanistan,Asia,1458.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-04-30,Afghanistan,Asia,810.0,5.0,41128772,54.422,18.6,1803.987,0.5,41.1,2.581,64.83,0.511,South Asia
AFG,2023-05-07,Afghanistan,Asia,1876.0,5.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-05-14,Afghanistan,Asia,1983.0,11.0,41128772,54.422,18.6,1803.987,0.5,41.48,2.581,64.83,0.511,South Asia
AFG,2023-05-21,Afghanistan,Asia,1428.0,5.0,41128772,54.422,18.6,1803.987,0.5,42.5,2.581,64.83,0.511,South Asia
AFG,2023-05-28,Afghanistan,Asia,1050.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-06-04,Afghanistan,Asia,778.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-06-11,Afghanistan,Asia,531.0,1.0,41128772,54.422,18.6,1803.987,0.5,48.63,2.581,64.83,0.511,South Asia
AFG,2023-06-18,Afghanistan,Asia,433.0,2.0,41128772,54.422,18.6,1803.987,0.5,49.22,2.581,64.83,0.511,South Asia
AFG,2023-06-25,Afghanistan,Asia,197.0,6.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-07-02,Afghanistan,Asia,124.0,0.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-07-09,Afghanistan,Asia,326.0,3.0,41128772,54.422,18.6,1803.987,0.5,49.78,2.581,64.83,0.511,South Asia
AFG,2023-07-16,Afghanistan,Asia,179.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-07-23,Afghanistan,Asia,245.0,2.0,41128772,54.422,18.6,1803.987,0.5,50.03,2.581,64.83,0.511,South Asia
AFG,2023-07-30,Afghanistan,Asia,194.0,1.0,41128772,54.422,18.6,1803.987,0.5,50.4,2.581,64.83,0.511,South Asia
AFG,2023-08-06,Afghanistan,Asia,195.0,3.0,41128772,54.422,18.6,1803.987,0.5,50.66,2.581,64.83,0.511,South Asia
AFG,2023-08-13,Afghanistan,Asia,242.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-08-20,Afghanistan,Asia,209.0,2.0,41128772,54.422,18.6,1803.987,0.5,51.11,2.581,64.83,0.511,South Asia
AFG,2023-08-27,Afghanistan,Asia,229.0,0.0,41128772,54.422,18.6,1803.987,0.5,51.35,2.581,64.83,0.511,South Asia
AFG,2023-09-03,Afghanistan,Asia,277.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-09-10,Afghanistan,Asia,216.0,2.0,41128772,54.422,18.6,1803.987,0.5,51.98,2.581,64.83,0.511,South Asia
AFG,2023-09-17,Afghanistan,Asia,200.0,0.0,41128772,54.422,18.6,1803.987,0.5,52.19,2.581,64.83,0.511,South Asia
AFG,2023-09-24,Afghanistan,Asia,207.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-10-01,Afghanistan,Asia,248.0,3.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-10-08,Afghanistan,Asia,309.0,1.0,41128772,54.422,18.6,1803.987,0.5,52.92,2.581,64.83,0.511,South Asia
AFG,2023-10-15,Afghanistan,Asia,307.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-10-22,Afghanistan,Asia,293.0,0.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-10-29,Afghanistan,Asia,383.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-11-05,Afghanistan,Asia,353.0,3.0,41128772,54.422,18.6,1803.987,0.5,53.74,2.581,64.83,0.511,South Asia
AFG,2023-11-12,Afghanistan,Asia,371.0,4.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-11-19,Afghanistan,Asia,432.0,1.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-11-26,Afghanistan,Asia,280.0,2.0,41128772,54.422,18.6,1803.987,0.5,54.97,2.581,64.83,0.511,South Asia
AFG,2023-12-03,Afghanistan,Asia,288.0,2.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
AFG,2023-12-10,Afghanistan,Asia,104.0,0.0,41128772,54.422,18.6,1803.987,0.5,,2.581,64.83,0.511,South Asia
