locationid,year,month,temperature,latitude,longitude,elevation,station,countryid,country,latabs
IN005150100,2023,1,20.57,22.3,70.783,138.0,RAJKOT,IN,India,22.3
IN005171200,2023,1,21.7,21.2,72.833,12.0,SURAT,IN,India,21.2
IN006011400,2023,1,11.87,30.733,76.883,347.0,CHANDIGARHIAFB,IN,India,30.733
IN006012800,2023,1,11.9,30.383,76.767,272.0,AMBALA,IN,India,30.383
IN006031000,2023,1,11.01,29.167,75.733,221.0,HISSAR,IN,India,29.167
IN007101600,2023,1,,31.1,77.167,2202.0,SHIMLA,IN,India,31.1
IN008010200,2023,1,3.0,34.083,74.833,1587.0,SRINAGAR,IN,India,34.083
IN009010100,2023,1,21.85,12.967,77.583,921.0,BANGALORE,IN,India,12.967
IN009012800,2023,1,20.33,12.95,77.633,897.0,BANGALORE_HINDUSTAN,IN,India,12.95
IN009021000,2023,1,22.15,15.85,74.617,747.0,BELGAUM_SAMBRA,IN,India,15.85
IN009070100,2023,1,22.05,14.233,76.433,733.0,CHITRADURGA,IN,India,14.233
IN009090300,2023,1,22.56,15.417,75.633,650.0,GADAG,IN,India,15.417
IN009120400,2023,1,25.44,14.283,74.45,9.0,HONAVAR,IN,India,14.283
IN009130300,2023,1,27.15,12.917,74.883,102.0,MANGALORE_BAJPE,IN,India,12.917
IN010050700,2023,1,28.5,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2023,1,27.2,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2023,1,26.8,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2023,1,21.95,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2023,1,18.29,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2023,1,15.29,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2023,1,12.83,26.233,78.25,207.0,GWALIOR,IN,India,26.233
IN011170400,2023,1,17.65,22.717,75.8,567.0,INDORE,IN,India,22.717
IN011180800,2023,1,17.87,23.2,79.95,393.0,JABALPUR,IN,India,23.2
IN011291000,2023,1,23.3,21.217,81.667,294.0,RAIPUR,IN,India,21.217
IN011330900,2023,1,17.2,23.85,78.75,551.0,SAGAR,IN,India,23.85
IN011340100,2023,1,15.91,24.567,80.833,317.0,SATNA,IN,India,24.567
IN011351500,2023,1,16.58,23.283,77.35,523.0,BHOPAL_BAIRAGARH,IN,India,23.283
IN012020100,2023,1,23.25,20.7,77.033,282.0,AKOLA,IN,India,20.7
IN012041000,2023,1,20.0,19.85,75.4,579.0,AURANGABAD_CHIKALTH,IN,India,19.85
IN012070800,2023,1,24.9,19.117,72.85,14.0,BOMBAY_SANTACRUZ,IN,India,19.117
IN012141800,2023,1,21.5,21.1,79.05,310.0,NAGPUR_SONEGAON,IN,India,21.1
IN012190100,2023,1,21.45,18.533,73.85,559.0,POONA,IN,India,18.533
IN012201100,2023,1,24.19,16.983,73.333,67.0,RATNAGIRI,IN,India,16.983
IN012230300,2023,1,24.73,17.667,75.9,479.0,SHOLAPUR,IN,India,17.667
IN013010200,2023,1,16.45,24.667,93.9,774.0,IMPHAL,IN,India,24.667
IN014020800,2023,1,13.65,25.25,91.7333,1313.0,CHERRAPUNJI,IN,India,25.25
IN017010300,2023,1,21.36,21.517,86.933,20.0,BALASORE,IN,India,21.517
IN017111200,2023,1,23.4,20.25,85.833,46.0,BHUBANESWAR,IN,India,20.25
IN017121000,2023,1,23.02,21.917,84.083,230.0,JHARSUGUDA,IN,India,21.917
IN018103100,2023,1,12.27,30.333,76.467,251.0,PATIALA,IN,India,30.333
IN019070100,2023,1,13.9,28.0,73.3,224.0,BIKANER,IN,India,28.0
IN019120700,2023,1,11.34,29.917,73.917,177.0,GANGANAGAR,IN,India,29.917
IN019131301,2023,1,14.79,26.817,75.8,390.0,JAIPUR_SANGANER,IN,India,26.817
IN019140400,2023,1,15.05,26.9,70.917,231.0,JAISALMER,IN,India,26.9
IN019180500,2023,1,16.6,26.3,73.017,224.0,JODHPUR,IN,India,26.3
IN019191200,2023,1,15.2,25.15,75.85,274.0,KOTA_AERODROME,IN,India,25.15
IN019261900,2023,1,15.76,24.617,73.883,514.0,UDAIPUR_DABOK,IN,India,24.617
IN020020300,2023,1,25.73,11.767,79.767,12.0,CUDDALORE,IN,India,11.767
IN020031700,2023,1,24.53,11.033,77.05,399.0,COIMBATORE_PEELAMED,IN,India,11.033
IN020040900,2023,1,25.75,13.0,80.183,16.0,MADRAS_MINAMBAKKAM,IN,India,13.0
IN020100400,2023,1,25.85,9.267,79.3,11.0,PAMBAN,IN,India,9.267
IN020120700,2023,1,26.21,10.767,79.85,9.0,NAGAPPATTINAM,IN,India,10.767
IN020130700,2023,1,24.89,10.767,78.717,88.0,TIRUCHCHIRAPALLI,IN,India,10.767
IN021010100,2023,1,18.52,23.883,91.25,16.0,AGARTALA,IN,India,23.883
IN022021900,2023,1,13.15,28.583,77.2,216.0,NEW_DELHI_SAFDARJUN,IN,India,28.583
IN022023000,2023,1,12.68,28.567,77.117,233.0,NEW_DELHI_PALAM,IN,India,28.567
IN022030600,2023,1,26.0,15.483,73.817,60.0,GOA_PANJIM,IN,India,15.483
IN022043500,2023,1,25.76,10.917,79.833,7.0,KARAIKAL,IN,India,10.917
IN023101700,2023,1,13.03,28.367,79.4,169.0,BAREILLY,IN,India,28.367
IN023160900,2023,1,13.23,30.317,78.033,682.0,DEHRADUN,IN,India,30.317
IN023261300,2023,1,14.3,26.75,83.367,77.0,GORAKHPUR,IN,India,26.75
IN023351400,2023,1,13.17,26.75,80.883,128.0,LUCKNOW_AMAUSI,IN,India,26.75
IN023420800,2023,1,8.1,29.4667,79.65,2311.0,MUKTESWAR_KUMAON,IN,India,29.4667
IN023550300,2023,1,14.73,25.45,82.867,85.0,VARANASI_BABATPUR,IN,India,25.45
IN024140300,2023,1,20.7,22.533,88.333,6.0,CALCUTTA_ALIPORE,IN,India,22.533
IN024141500,2023,1,21.51,22.65,88.45,6.0,CALCUTTA_DUM_DUM,IN,India,22.65
IN025010100,2023,1,27.35,8.3,73.0,2.0,MINICOYOBSY,IN,India,8.3
IN099990101,2023,1,28.2,11.117,72.733,3.0,MO_AMINI,IN,India,11.117
IN099999901,2023,1,27.05,11.667,92.717,79.0,PORT_BLAIR,IN,India,11.667
INM00042071,2023,1,11.2,31.71,74.797,230.4,AMRITSAR,IN,India,31.71
IN001020700,2023,2,26.28,14.583,77.633,364.0,PBO_ANANTAPUR,IN,India,14.583
IN001050200,2023,2,26.36,16.95,82.233,8.0,KAKINADA,IN,India,16.95
IN001080500,2023,2,25.75,17.45,78.47,527.0,BEGUMPETOBSY,IN,India,17.45
IN001090500,2023,2,24.58,18.767,79.433,156.0,RAMGUNDAM,IN,India,18.767
IN001111200,2023,2,27.35,16.2,81.15,3.0,MACHILIPATNAM,IN,India,16.2
IN001111600,2023,2,27.31,16.533,80.8,24.0,VIJAYAWADA_GANNAVA,IN,India,16.533
IN001120100,2023,2,28.05,15.8,78.067,281.0,KURNOOL,IN,India,15.8
IN001160200,2023,2,26.86,14.45,79.983,20.0,NELLORE,IN,India,14.45
IN001190700,2023,2,25.18,18.333,84.133,6.0,KALINGAPATAM,IN,India,18.333
IN001200200,2023,2,25.5,17.717,83.233,3.0,VISHAKHAPATNAM,IN,India,17.717
IN003020100,2023,2,20.9,26.617,92.783,79.0,TEZPUR,IN,India,26.617
IN003041800,2023,2,21.55,26.1,91.583,54.0,GAUHATI,IN,India,26.1
IN003050401,2023,2,19.22,27.233,94.117,102.0,NORTH_LAKHIMPUR,IN,India,27.233
IN003050500,2023,2,19.2,27.483,95.017,111.0,DIBRUGARH_MOHANBAR,IN,India,27.483
IN004011500,2023,2,21.08,25.233,86.95,49.0,BHAGALPUR,IN,India,25.233
IN004051800,2023,2,19.83,24.75,84.95,116.0,GAYA,IN,India,24.75
IN004091000,2023,2,22.09,24.05,84.067,221.0,DALTONGANJ,IN,India,24.05
IN004102500,2023,2,21.84,25.6,85.1,60.0,PATNA,IN,India,25.6
IN004122600,2023,2,21.34,23.317,85.317,652.0,MO_RANCHI,IN,India,23.317
IN005010600,2023,2,24.3,23.067,72.633,55.0,AHMADABAD,IN,India,23.067
IN005090100,2023,2,23.35,22.3667,69.0833,10.0,DWARKA,IN,India,22.3667
IN005100100,2023,2,24.85,20.9,70.367,8.0,VERAVAL,IN,India,20.9
IN005120501,2023,2,24.94,23.25,69.667,80.0,BHUJ_RUDRAMATA,IN,India,23.25
IN005150100,2023,2,26.68,22.3,70.783,138.0,RAJKOT,IN,India,22.3
IN005171200,2023,2,26.02,21.2,72.833,12.0,SURAT,IN,India,21.2
IN006011400,2023,2,18.31,30.733,76.883,347.0,CHANDIGARHIAFB,IN,India,30.733
IN006012800,2023,2,18.58,30.383,76.767,272.0,AMBALA,IN,India,30.383
IN006031000,2023,2,18.91,29.167,75.733,221.0,HISSAR,IN,India,29.167
IN007101600,2023,2,12.5,31.1,77.167,2202.0,SHIMLA,IN,India,31.1
IN008010200,2023,2,7.4,34.083,74.833,1587.0,SRINAGAR,IN,India,34.083
IN009010100,2023,2,24.0,12.967,77.583,921.0,BANGALORE,IN,India,12.967
IN009012800,2023,2,22.62,12.95,77.633,897.0,BANGALORE_HINDUSTAN,IN,India,12.95
IN009021000,2023,2,24.05,15.85,74.617,747.0,BELGAUM_SAMBRA,IN,India,15.85
IN009070100,2023,2,24.64,14.233,76.433,733.0,CHITRADURGA,IN,India,14.233
IN009090300,2023,2,25.38,15.417,75.633,650.0,GADAG,IN,India,15.417
IN009120400,2023,2,26.66,14.283,74.45,9.0,HONAVAR,IN,India,14.283
IN009130300,2023,2,28.25,12.917,74.883,102.0,MANGALORE_BAJPE,IN,India,12.917
IN010050700,2023,2,29.45,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2023,2,27.4,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2023,2,28.59,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2023,2,23.55,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2023,2,21.73,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2023,2,21.55,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2023,2,20.98,26.233,78.25,207.0,GWALIOR,IN,India,26.233
IN011170400,2023,2,22.1,22.717,75.8,567.0,INDORE,IN,India,22.717
IN011180800,2023,2,22.13,23.2,79.95,393.0,JABALPUR,IN,India,23.2
IN011291000,2023,2,25.92,21.217,81.667,294.0,RAIPUR,IN,India,21.217
IN011330900,2023,2,22.15,23.85,78.75,551.0,SAGAR,IN,India,23.85
IN011340100,2023,2,20.94,24.567,80.833,317.0,SATNA,IN,India,24.567
IN011351500,2023,2,21.69,23.283,77.35,523.0,BHOPAL_BAIRAGARH,IN,India,23.283
IN012020100,2023,2,24.95,20.7,77.033,282.0,AKOLA,IN,India,20.7
IN012041000,2023,2,22.8,19.85,75.4,579.0,AURANGABAD_CHIKALTH,IN,India,19.85
IN012070800,2023,2,28.61,19.117,72.85,14.0,BOMBAY_SANTACRUZ,IN,India,19.117
IN012141800,2023,2,23.9,21.1,79.05,310.0,NAGPUR_SONEGAON,IN,India,21.1
IN012190100,2023,2,22.55,18.533,73.85,559.0,POONA,IN,India,18.533
IN012201100,2023,2,26.85,16.983,73.333,67.0,RATNAGIRI,IN,India,16.983
IN012230300,2023,2,26.98,17.667,75.9,479.0,SHOLAPUR,IN,India,17.667
IN013010200,2023,2,20.26,24.667,93.9,774.0,IMPHAL,IN,India,24.667
IN014020800,2023,2,15.5,25.25,91.7333,1313.0,CHERRAPUNJI,IN,India,25.25
IN017010300,2023,2,24.46,21.517,86.933,20.0,BALASORE,IN,India,21.517
IN017111200,2023,2,26.5,20.25,85.833,46.0,BHUBANESWAR,IN,India,20.25
IN017121000,2023,2,23.63,21.917,84.083,230.0,JHARSUGUDA,IN,India,21.917
IN018103100,2023,2,18.84,30.333,76.467,251.0,PATIALA,IN,India,30.333
IN019070100,2023,2,22.35,28.0,73.3,224.0,BIKANER,IN,India,28.0
IN019120700,2023,2,18.81,29.917,73.917,177.0,GANGANAGAR,IN,India,29.917
IN019131301,2023,2,21.94,26.817,75.8,390.0,JAIPUR_SANGANER,IN,India,26.817
IN019140400,2023,2,23.96,26.9,70.917,231.0,JAISALMER,IN,India,26.9
IN019180500,2023,2,22.4,26.3,73.017,224.0,JODHPUR,IN,India,26.3
IN019191200,2023,2,22.45,25.15,75.85,274.0,KOTA_AERODROME,IN,India,25.15
IN019261900,2023,2,21.87,24.617,73.883,514.0,UDAIPUR_DABOK,IN,India,24.617
IN020020300,2023,2,26.02,11.767,79.767,12.0,CUDDALORE,IN,India,11.767
IN020031700,2023,2,26.3,11.033,77.05,399.0,COIMBATORE_PEELAMED,IN,India,11.033
IN020040900,2023,2,27.0,13.0,80.183,16.0,MADRAS_MINAMBAKKAM,IN,India,13.0
IN020100400,2023,2,25.85,9.267,79.3,11.0,PAMBAN,IN,India,9.267
IN020120700,2023,2,26.15,10.767,79.85,9.0,NAGAPPATTINAM,IN,India,10.767
IN020130700,2023,2,25.75,10.767,78.717,88.0,TIRUCHCHIRAPALLI,IN,India,10.767
IN021010100,2023,2,22.79,23.883,91.25,16.0,AGARTALA,IN,India,23.883
IN022021900,2023,2,19.45,28.583,77.2,216.0,NEW_DELHI_SAFDARJUN,IN,India,28.583
IN022023000,2023,2,19.71,28.567,77.117,233.0,NEW_DELHI_PALAM,IN,India,28.567
IN022030600,2023,2,27.8,15.483,73.817,60.0,GOA_PANJIM,IN,India,15.483
IN022043500,2023,2,25.67,10.917,79.833,7.0,KARAIKAL,IN,India,10.917
IN023101700,2023,2,18.4,28.367,79.4,169.0,BAREILLY,IN,India,28.367
IN023160900,2023,2,18.69,30.317,78.033,682.0,DEHRADUN,IN,India,30.317
IN023261300,2023,2,20.01,26.75,83.367,77.0,GORAKHPUR,IN,India,26.75
IN023351400,2023,2,19.71,26.75,80.883,128.0,LUCKNOW_AMAUSI,IN,India,26.75
IN023420800,2023,2,11.8,29.4667,79.65,2311.0,MUKTESWAR_KUMAON,IN,India,29.4667
IN023550300,2023,2,20.46,25.45,82.867,85.0,VARANASI_BABATPUR,IN,India,25.45
IN024140300,2023,2,24.6,22.533,88.333,6.0,CALCUTTA_ALIPORE,IN,India,22.533
IN024141500,2023,2,25.81,22.65,88.45,6.0,CALCUTTA_DUM_DUM,IN,India,22.65
IN025010100,2023,2,27.75,8.3,73.0,2.0,MINICOYOBSY,IN,India,8.3
IN099990101,2023,2,28.49,11.117,72.733,3.0,MO_AMINI,IN,India,11.117
IN099999901,2023,2,27.45,11.667,92.717,79.0,PORT_BLAIR,IN,India,11.667
INM00042071,2023,2,17.05,31.71,74.797,230.4,AMRITSAR,IN,India,31.71
IN001020700,2023,3,28.85,14.583,77.633,364.0,PBO_ANANTAPUR,IN,India,14.583
IN001050200,2023,3,27.4,16.95,82.233,8.0,KAKINADA,IN,India,16.95
IN001080500,2023,3,27.2,17.45,78.47,527.0,BEGUMPETOBSY,IN,India,17.45
IN001090500,2023,3,27.39,18.767,79.433,156.0,RAMGUNDAM,IN,India,18.767
IN001111200,2023,3,28.55,16.2,81.15,3.0,MACHILIPATNAM,IN,India,16.2
IN001111600,2023,3,28.79,16.533,80.8,24.0,VIJAYAWADA_GANNAVA,IN,India,16.533
IN001120100,2023,3,29.47,15.8,78.067,281.0,KURNOOL,IN,India,15.8
IN001160200,2023,3,28.58,14.45,79.983,20.0,NELLORE,IN,India,14.45
IN001190700,2023,3,26.98,18.333,84.133,6.0,KALINGAPATAM,IN,India,18.333
IN001200200,2023,3,26.72,17.717,83.233,3.0,VISHAKHAPATNAM,IN,India,17.717
IN003020100,2023,3,23.43,26.617,92.783,79.0,TEZPUR,IN,India,26.617
IN003041800,2023,3,24.0,26.1,91.583,54.0,GAUHATI,IN,India,26.1
IN003050401,2023,3,22.7,27.233,94.117,102.0,NORTH_LAKHIMPUR,IN,India,27.233
IN003050500,2023,3,21.35,27.483,95.017,111.0,DIBRUGARH_MOHANBAR,IN,India,27.483
IN004011500,2023,3,26.08,25.233,86.95,49.0,BHAGALPUR,IN,India,25.233
IN004051800,2023,3,24.04,24.75,84.95,116.0,GAYA,IN,India,24.75
IN004091000,2023,3,25.99,24.05,84.067,221.0,DALTONGANJ,IN,India,24.05
IN004102500,2023,3,26.66,25.6,85.1,60.0,PATNA,IN,India,25.6
IN004122600,2023,3,23.91,23.317,85.317,652.0,MO_RANCHI,IN,India,23.317
IN005010600,2023,3,28.1,23.067,72.633,55.0,AHMADABAD,IN,India,23.067
IN005090100,2023,3,26.65,22.3667,69.0833,10.0,DWARKA,IN,India,22.3667
IN005100100,2023,3,27.35,20.9,70.367,8.0,VERAVAL,IN,India,20.9
IN005120501,2023,3,27.46,23.25,69.667,80.0,BHUJ_RUDRAMATA,IN,India,23.25
IN005150100,2023,3,29.31,22.3,70.783,138.0,RAJKOT,IN,India,22.3
IN005171200,2023,3,28.06,21.2,72.833,12.0,SURAT,IN,India,21.2
IN006011400,2023,3,22.27,30.733,76.883,347.0,CHANDIGARHIAFB,IN,India,30.733
IN006012800,2023,3,22.03,30.383,76.767,272.0,AMBALA,IN,India,30.383
IN006031000,2023,3,22.8,29.167,75.733,221.0,HISSAR,IN,India,29.167
IN007101600,2023,3,12.89,31.1,77.167,2202.0,SHIMLA,IN,India,31.1
IN008010200,2023,3,11.85,34.083,74.833,1587.0,SRINAGAR,IN,India,34.083
IN009010100,2023,3,26.15,12.967,77.583,921.0,BANGALORE,IN,India,12.967
IN009012800,2023,3,24.63,12.95,77.633,897.0,BANGALORE_HINDUSTAN,IN,India,12.95
IN009021000,2023,3,25.15,15.85,74.617,747.0,BELGAUM_SAMBRA,IN,India,15.85
IN009070100,2023,3,28.9,14.233,76.433,733.0,CHITRADURGA,IN,India,14.233
IN009090300,2023,3,26.87,15.417,75.633,650.0,GADAG,IN,India,15.417
IN009120400,2023,3,,14.283,74.45,9.0,HONAVAR,IN,India,14.283
IN009130300,2023,3,28.65,12.917,74.883,102.0,MANGALORE_BAJPE,IN,India,12.917
IN010050700,2023,3,30.65,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2023,3,29.65,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2023,3,30.17,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2023,3,25.9,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2023,3,24.08,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2023,3,24.76,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2023,3,24.29,26.233,78.25,207.0,GWALIOR,IN,India,26.233
IN011170400,2023,3,25.45,22.717,75.8,567.0,INDORE,IN,India,22.717
IN011180800,2023,3,25.9,23.2,79.95,393.0,JABALPUR,IN,India,23.2
IN011291000,2023,3,28.48,21.217,81.667,294.0,RAIPUR,IN,India,21.217
IN011330900,2023,3,25.7,23.85,78.75,551.0,SAGAR,IN,India,23.85
IN011340100,2023,3,25.17,24.567,80.833,317.0,SATNA,IN,India,24.567
IN011351500,2023,3,25.24,23.283,77.35,523.0,BHOPAL_BAIRAGARH,IN,India,23.283
IN012020100,2023,3,27.4,20.7,77.033,282.0,AKOLA,IN,India,20.7
IN012041000,2023,3,24.33,19.85,75.4,579.0,AURANGABAD_CHIKALTH,IN,India,19.85
IN012070800,2023,3,29.09,19.117,72.85,14.0,BOMBAY_SANTACRUZ,IN,India,19.117
IN012141800,2023,3,26.9,21.1,79.05,310.0,NAGPUR_SONEGAON,IN,India,21.1
IN012190100,2023,3,24.55,18.533,73.85,559.0,POONA,IN,India,18.533
IN012201100,2023,3,27.93,16.983,73.333,67.0,RATNAGIRI,IN,India,16.983
IN012230300,2023,3,28.55,17.667,75.9,479.0,SHOLAPUR,IN,India,17.667
IN013010200,2023,3,21.79,24.667,93.9,774.0,IMPHAL,IN,India,24.667
IN014020800,2023,3,17.65,25.25,91.7333,1313.0,CHERRAPUNJI,IN,India,25.25
IN017010300,2023,3,26.32,21.517,86.933,20.0,BALASORE,IN,India,21.517
IN017111200,2023,3,28.3,20.25,85.833,46.0,BHUBANESWAR,IN,India,20.25
IN017121000,2023,3,29.08,21.917,84.083,230.0,JHARSUGUDA,IN,India,21.917
IN018103100,2023,3,22.6,30.333,76.467,251.0,PATIALA,IN,India,30.333
IN019070100,2023,3,25.5,28.0,73.3,224.0,BIKANER,IN,India,28.0
IN019120700,2023,3,22.5,29.917,73.917,177.0,GANGANAGAR,IN,India,29.917
IN019131301,2023,3,24.7,26.817,75.8,390.0,JAIPUR_SANGANER,IN,India,26.817
IN019140400,2023,3,26.23,26.9,70.917,231.0,JAISALMER,IN,India,26.9
IN019180500,2023,3,26.25,26.3,73.017,224.0,JODHPUR,IN,India,26.3
IN019191200,2023,3,25.6,25.15,75.85,274.0,KOTA_AERODROME,IN,India,25.15
IN019261900,2023,3,24.31,24.617,73.883,514.0,UDAIPUR_DABOK,IN,India,24.617
IN020020300,2023,3,28.41,11.767,79.767,12.0,CUDDALORE,IN,India,11.767
IN020031700,2023,3,28.29,11.033,77.05,399.0,COIMBATORE_PEELAMED,IN,India,11.033
IN020040900,2023,3,28.6,13.0,80.183,16.0,MADRAS_MINAMBAKKAM,IN,India,13.0
IN020100400,2023,3,28.25,9.267,79.3,11.0,PAMBAN,IN,India,9.267
IN020120700,2023,3,28.85,10.767,79.85,9.0,NAGAPPATTINAM,IN,India,10.767
IN020130700,2023,3,28.9,10.767,78.717,88.0,TIRUCHCHIRAPALLI,IN,India,10.767
IN021010100,2023,3,25.67,23.883,91.25,16.0,AGARTALA,IN,India,23.883
IN022021900,2023,3,23.55,28.583,77.2,216.0,NEW_DELHI_SAFDARJUN,IN,India,28.583
IN022023000,2023,3,23.42,28.567,77.117,233.0,NEW_DELHI_PALAM,IN,India,28.567
IN022030600,2023,3,28.3,15.483,73.817,60.0,GOA_PANJIM,IN,India,15.483
IN022043500,2023,3,28.3,10.917,79.833,7.0,KARAIKAL,IN,India,10.917
IN023101700,2023,3,22.82,28.367,79.4,169.0,BAREILLY,IN,India,28.367
IN023160900,2023,3,20.11,30.317,78.033,682.0,DEHRADUN,IN,India,30.317
IN023261300,2023,3,24.61,26.75,83.367,77.0,GORAKHPUR,IN,India,26.75
IN023351400,2023,3,24.19,26.75,80.883,128.0,LUCKNOW_AMAUSI,IN,India,26.75
IN023420800,2023,3,11.4,29.4667,79.65,2311.0,MUKTESWAR_KUMAON,IN,India,29.4667
IN023550300,2023,3,25.29,25.45,82.867,85.0,VARANASI_BABATPUR,IN,India,25.45
IN024140300,2023,3,27.7,22.533,88.333,6.0,CALCUTTA_ALIPORE,IN,India,22.533
IN024141500,2023,3,28.11,22.65,88.45,6.0,CALCUTTA_DUM_DUM,IN,India,22.65
IN025010100,2023,3,28.85,8.3,73.0,2.0,MINICOYOBSY,IN,India,8.3
IN099990101,2023,3,29.49,11.117,72.733,3.0,MO_AMINI,IN,India,11.117
IN099999901,2023,3,28.35,11.667,92.717,79.0,PORT_BLAIR,IN,India,11.667
INM00042071,2023,3,21.0,31.71,74.797,230.4,AMRITSAR,IN,India,31.71
IN001020700,2023,4,32.42,14.583,77.633,364.0,PBO_ANANTAPUR,IN,India,14.583
IN001050200,2023,4,30.02,16.95,82.233,8.0,KAKINADA,IN,India,16.95
IN001080500,2023,4,30.0,17.45,78.47,527.0,BEGUMPETOBSY,IN,India,17.45
IN001090500,2023,4,31.11,18.767,79.433,156.0,RAMGUNDAM,IN,India,18.767
IN001111200,2023,4,30.85,16.2,81.15,3.0,MACHILIPATNAM,IN,India,16.2
IN001111600,2023,4,31.62,16.533,80.8,24.0,VIJAYAWADA_GANNAVA,IN,India,16.533
IN001120100,2023,4,32.88,15.8,78.067,281.0,KURNOOL,IN,India,15.8
IN001160200,2023,4,31.34,14.45,79.983,20.0,NELLORE,IN,India,14.45
IN001190700,2023,4,29.53,18.333,84.133,6.0,KALINGAPATAM,IN,India,18.333
IN001200200,2023,4,,17.717,83.233,3.0,VISHAKHAPATNAM,IN,India,17.717
IN003020100,2023,4,25.98,26.617,92.783,79.0,TEZPUR,IN,India,26.617
IN003041800,2023,4,26.35,26.1,91.583,54.0,GAUHATI,IN,India,26.1
IN003050401,2023,4,25.36,27.233,94.117,102.0,NORTH_LAKHIMPUR,IN,India,27.233
IN003050500,2023,4,23.8,27.483,95.017,111.0,DIBRUGARH_MOHANBAR,IN,India,27.483
IN004011500,2023,4,30.1,25.233,86.95,49.0,BHAGALPUR,IN,India,25.233
IN004051800,2023,4,29.12,24.75,84.95,116.0,GAYA,IN,India,24.75
IN004091000,2023,4,30.09,24.05,84.067,221.0,DALTONGANJ,IN,India,24.05
IN004102500,2023,4,30.76,25.6,85.1,60.0,PATNA,IN,India,25.6
IN004122600,2023,4,28.1,23.317,85.317,652.0,MO_RANCHI,IN,India,23.317
IN005010600,2023,4,31.7,23.067,72.633,55.0,AHMADABAD,IN,India,23.067
IN005090100,2023,4,27.9,22.3667,69.0833,10.0,DWARKA,IN,India,22.3667
IN005100100,2023,4,28.25,20.9,70.367,8.0,VERAVAL,IN,India,20.9
IN005120501,2023,4,29.63,23.25,69.667,80.0,BHUJ_RUDRAMATA,IN,India,23.25
IN005150100,2023,4,31.6,22.3,70.783,138.0,RAJKOT,IN,India,22.3
