originalid,year,weeksworked
110,2020,52.0
110,2021,4.0
111,2017,0.0
111,2018,0.0
111,2019,0.0
111,2020,0.0
111,2021,0.0
112,2017,52.0
112,2018,52.0
112,2019,52.0
112,2020,52.0
112,2021,52.0
113,2017,52.0
113,2018,52.0
113,2019,52.0
113,2020,52.0
113,2021,52.0
114,2017,45.0
114,2018,52.0
114,2019,52.0
114,2020,52.0
114,2021,43.0
115,2017,52.0
115,2018,52.0
115,2019,52.0
115,2020,21.0
115,2021,
116,2017,52.0
116,2018,52.0
116,2019,52.0
116,2020,3.0
116,2021,
117,2017,52.0
117,2018,52.0
117,2019,52.0
117,2020,52.0
117,2021,52.0
118,2017,
118,2018,
118,2019,
118,2020,
118,2021,
119,2017,52.0
119,2018,52.0
119,2019,52.0
119,2020,41.0
119,2021,52.0
120,2017,52.0
120,2018,52.0
120,2019,31.0
120,2020,8.0
120,2021,49.0
121,2017,52.0
121,2018,52.0
121,2019,52.0
121,2020,52.0
121,2021,52.0
122,2017,52.0
122,2018,52.0
122,2019,52.0
122,2020,52.0
122,2021,52.0
123,2017,
123,2018,
123,2019,
123,2020,
123,2021,
124,2017,
124,2018,
124,2019,
124,2020,
124,2021,
125,2017,52.0
125,2018,52.0
125,2019,52.0
125,2020,52.0
125,2021,52.0
126,2017,52.0
126,2018,52.0
126,2019,52.0
126,2020,52.0
126,2021,50.0
127,2017,52.0
127,2018,52.0
127,2019,52.0
127,2020,0.0
127,2021,
128,2017,52.0
128,2018,22.0
128,2019,52.0
128,2020,2.0
128,2021,0.0
129,2017,36.0
129,2018,25.0
129,2019,
129,2020,
129,2021,
130,2017,52.0
130,2018,52.0
130,2019,48.0
130,2020,52.0
130,2021,52.0
131,2017,
131,2018,
131,2019,
131,2020,
131,2021,
132,2017,52.0
132,2018,52.0
132,2019,52.0
132,2020,52.0
132,2021,52.0
133,2017,52.0
133,2018,52.0
133,2019,52.0
133,2020,52.0
133,2021,52.0
134,2017,
134,2018,
134,2019,
134,2020,
134,2021,
135,2017,
135,2018,
135,2019,
135,2020,
135,2021,
136,2017,52.0
136,2018,52.0
136,2019,52.0
136,2020,52.0
136,2021,49.0
137,2017,52.0
137,2018,52.0
137,2019,52.0
137,2020,43.0
137,2021,46.0
138,2017,52.0
138,2018,52.0
138,2019,46.0
138,2020,51.0
138,2021,45.0
139,2017,
139,2018,
139,2019,
139,2020,
139,2021,
140,2017,
140,2018,
140,2019,
140,2020,
140,2021,
141,2017,
141,2018,
141,2019,
141,2020,
141,2021,
142,2017,52.0
142,2018,52.0
142,2019,52.0
142,2020,52.0
142,2021,52.0
143,2017,0.0
143,2018,0.0
143,2019,0.0
143,2020,0.0
143,2021,0.0
144,2017,52.0
144,2018,34.0
144,2019,48.0
144,2020,52.0
144,2021,33.0
145,2017,
145,2018,
145,2019,52.0
145,2020,52.0
145,2021,41.0
146,2017,0.0
146,2018,5.0
146,2019,52.0
146,2020,52.0
146,2021,43.0
147,2017,0.0
147,2018,35.0
147,2019,52.0
147,2020,52.0
147,2021,52.0
148,2017,52.0
148,2018,51.0
148,2019,52.0
148,2020,52.0
148,2021,52.0
149,2017,0.0
149,2018,0.0
149,2019,0.0
149,2020,0.0
149,2021,0.0
150,2017,52.0
150,2018,52.0
150,2019,42.0
150,2020,
150,2021,
151,2017,35.0
151,2018,0.0
151,2019,2.0
151,2020,15.0
151,2021,
152,2017,52.0
152,2018,10.0
152,2019,
152,2020,
152,2021,
153,2017,11.0
153,2018,0.0
153,2019,16.0
153,2020,0.0
153,2021,0.0
154,2017,
154,2018,
154,2019,
154,2020,
154,2021,
155,2017,52.0
155,2018,52.0
155,2019,52.0
155,2020,52.0
155,2021,44.0
156,2017,52.0
156,2018,52.0
156,2019,52.0
156,2020,52.0
156,2021,45.0
157,2017,52.0
157,2018,52.0
157,2019,52.0
157,2020,52.0
157,2021,39.0
158,2017,
158,2018,
158,2019,
158,2020,
158,2021,
159,2017,47.0
159,2018,51.0
159,2019,52.0
159,2020,52.0
159,2021,43.0
160,2017,10.0
160,2018,0.0
160,2019,0.0
160,2020,0.0
160,2021,0.0
161,2017,52.0
161,2018,52.0
161,2019,52.0
161,2020,52.0
161,2021,52.0
162,2017,52.0
162,2018,52.0
162,2019,52.0
162,2020,52.0
162,2021,44.0
163,2017,48.0
163,2018,
163,2019,
163,2020,
163,2021,
164,2017,52.0
164,2018,52.0
164,2019,52.0
164,2020,52.0
164,2021,40.0
165,2017,52.0
165,2018,52.0
165,2019,52.0
165,2020,20.0
165,2021,
166,2017,52.0
166,2018,12.0
166,2019,0.0
166,2020,0.0
166,2021,0.0
167,2017,0.0
167,2018,0.0
167,2019,0.0
167,2020,0.0
167,2021,0.0
168,2017,52.0
168,2018,52.0
168,2019,52.0
168,2020,12.0
168,2021,
169,2017,0.0
169,2018,22.0
169,2019,35.0
169,2020,52.0
169,2021,43.0
170,2017,52.0
170,2018,52.0
170,2019,51.0
170,2020,52.0
170,2021,52.0
171,2017,52.0
171,2018,22.0
171,2019,52.0
171,2020,52.0
171,2021,41.0
172,2017,52.0
172,2018,34.0
172,2019,
172,2020,
172,2021,
173,2017,
173,2018,
173,2019,
173,2020,
173,2021,
174,2017,52.0
174,2018,52.0
174,2019,52.0
174,2020,52.0
174,2021,40.0
175,2017,52.0
175,2018,52.0
175,2019,52.0
175,2020,52.0
175,2021,52.0
176,2017,52.0
176,2018,52.0
176,2019,52.0
176,2020,52.0
176,2021,40.0
177,2017,52.0
177,2018,52.0
177,2019,52.0
177,2020,52.0
177,2021,48.0
178,2017,52.0
178,2018,52.0
178,2019,52.0
178,2020,52.0
178,2021,52.0
179,2017,
179,2018,
179,2019,
179,2020,
179,2021,
180,2017,
180,2018,
180,2019,
180,2020,
180,2021,
181,2017,52.0
181,2018,50.0
181,2019,51.0
181,2020,52.0
181,2021,46.0
182,2017,52.0
182,2018,52.0
182,2019,52.0
182,2020,52.0
182,2021,43.0
183,2017,52.0
183,2018,52.0
183,2019,52.0
183,2020,52.0
183,2021,52.0
184,2017,
184,2018,
184,2019,
184,2020,
184,2021,
185,2017,
185,2018,
185,2019,
185,2020,
185,2021,
186,2017,
186,2018,
186,2019,
186,2020,
186,2021,
187,2017,52.0
187,2018,51.0
187,2019,52.0
187,2020,52.0
187,2021,52.0
188,2017,52.0
188,2018,52.0
188,2019,52.0
188,2020,47.0
188,2021,52.0
189,2017,
189,2018,
189,2019,
189,2020,
189,2021,
190,2017,
190,2018,
190,2019,40.0
190,2020,
190,2021,
191,2017,52.0
191,2018,52.0
191,2019,52.0
191,2020,51.0
191,2021,52.0
192,2017,33.0
192,2018,42.0
192,2019,52.0
192,2020,12.0
192,2021,27.0
193,2017,44.0
193,2018,0.0
193,2019,51.0
193,2020,52.0
193,2021,38.0
194,2017,52.0
194,2018,52.0
194,2019,52.0
194,2020,52.0
194,2021,42.0
195,2017,52.0
195,2018,52.0
195,2019,52.0
195,2020,52.0
195,2021,42.0
196,2017,
196,2018,
196,2019,
196,2020,
196,2021,
197,2017,52.0
197,2018,
197,2019,
197,2020,52.0
197,2021,52.0
198,2017,52.0
198,2018,52.0
198,2019,52.0
198,2020,38.0
198,2021,45.0
199,2017,39.0
199,2018,23.0
199,2019,26.0
199,2020,25.0
199,2021,29.0
200,2017,52.0
200,2018,47.0
200,2019,47.0
200,2020,44.0
200,2021,42.0
201,2017,52.0
201,2018,43.0
201,2019,51.0
201,2020,52.0
201,2021,39.0
202,2017,52.0
202,2018,52.0
202,2019,52.0
202,2020,46.0
202,2021,1.0
203,2017,52.0
203,2018,10.0
203,2019,0.0
203,2020,0.0
203,2021,23.0
204,2017,52.0
204,2018,52.0
204,2019,52.0
204,2020,47.0
204,2021,38.0
205,2017,28.0
205,2018,52.0
205,2019,37.0
205,2020,
205,2021,
206,2017,52.0
206,2018,30.0
206,2019,52.0
206,2020,52.0
206,2021,52.0
207,2017,52.0
207,2018,52.0
207,2019,52.0
207,2020,23.0
207,2021,
208,2017,
208,2018,
208,2019,
208,2020,
208,2021,
209,2017,
209,2018,
209,2019,
209,2020,
209,2021,
210,2017,
210,2018,
210,2019,
210,2020,
210,2021,
211,2017,52.0
211,2018,52.0
211,2019,52.0
211,2020,52.0
211,2021,52.0
212,2017,52.0
212,2018,29.0
212,2019,
212,2020,
212,2021,
213,2017,0.0
213,2018,0.0
213,2019,0.0
213,2020,0.0
213,2021,0.0
214,2017,52.0
214,2018,52.0
214,2019,18.0
214,2020,
214,2021,
215,2017,52.0
215,2018,52.0
215,2019,52.0
215,2020,52.0
215,2021,52.0
216,2017,52.0
216,2018,52.0
216,2019,52.0
216,2020,52.0
216,2021,45.0
217,2017,0.0
217,2018,0.0
217,2019,0.0
217,2020,0.0
217,2021,41.0
218,2017,
218,2018,
218,2019,
218,2020,
218,2021,
219,2017,52.0
219,2018,52.0
219,2019,52.0
219,2020,23.0
219,2021,18.0
220,2017,0.0
220,2018,0.0
220,2019,0.0
220,2020,
220,2021,
221,2017,52.0
221,2018,40.0
221,2019,42.0
221,2020,52.0
221,2021,52.0
222,2017,52.0
222,2018,52.0
222,2019,52.0
222,2020,52.0
222,2021,46.0
223,2017,0.0
223,2018,0.0
223,2019,32.0
223,2020,52.0
223,2021,44.0
224,2017,52.0
224,2018,52.0
224,2019,52.0
224,2020,39.0
224,2021,48.0
225,2017,52.0
225,2018,52.0
225,2019,52.0
225,2020,52.0
225,2021,40.0
226,2017,52.0
226,2018,22.0
226,2019,0.0
226,2020,0.0
226,2021,0.0
227,2017,
227,2018,
227,2019,
227,2020,
227,2021,
228,2017,52.0
228,2018,52.0
228,2019,52.0
228,2020,52.0
228,2021,44.0
229,2017,52.0
229,2018,52.0
229,2019,52.0
229,2020,52.0
229,2021,39.0
230,2017,52.0
230,2018,52.0
230,2019,52.0
230,2020,52.0
230,2021,43.0
231,2017,52.0
231,2018,51.0
231,2019,52.0
231,2020,52.0
231,2021,46.0
232,2017,52.0
232,2018,52.0
232,2019,52.0
232,2020,52.0
232,2021,50.0
233,2017,52.0
233,2018,52.0
233,2019,52.0
233,2020,46.0
233,2021,0.0
234,2017,52.0
234,2018,51.0
234,2019,52.0
234,2020,25.0
234,2021,0.0
235,2017,52.0
235,2018,52.0
235,2019,52.0
235,2020,52.0
235,2021,50.0
236,2017,41.0
236,2018,0.0
236,2019,10.0
236,2020,24.0
236,2021,0.0
237,2017,52.0
237,2018,50.0
237,2019,52.0
237,2020,52.0
237,2021,48.0
238,2017,0.0
238,2018,0.0
238,2019,0.0
238,2020,3.0
238,2021,0.0
239,2017,52.0
239,2018,52.0
239,2019,52.0
239,2020,49.0
239,2021,42.0
240,2017,52.0
240,2018,52.0
240,2019,52.0
240,2020,52.0
240,2021,43.0
241,2017,52.0
241,2018,52.0
241,2019,52.0
241,2020,52.0
241,2021,52.0
242,2017,52.0
242,2018,51.0
242,2019,50.0
242,2020,49.0
242,2021,52.0
243,2017,48.0
243,2018,12.0
243,2019,39.0
243,2020,52.0
243,2021,14.0
244,2017,52.0
244,2018,52.0
244,2019,37.0
244,2020,52.0
244,2021,48.0
245,2017,52.0
245,2018,51.0
245,2019,52.0
245,2020,52.0
245,2021,50.0
246,2017,49.0
246,2018,52.0
246,2019,52.0
246,2020,52.0
246,2021,42.0
247,2017,52.0
247,2018,52.0
247,2019,52.0
247,2020,52.0
247,2021,46.0
248,2017,52.0
248,2018,52.0
248,2019,52.0
248,2020,52.0
248,2021,47.0
249,2017,52.0
249,2018,52.0
249,2019,44.0
249,2020,0.0
249,2021,0.0
250,2017,
250,2018,
250,2019,
250,2020,
250,2021,
251,2017,52.0
251,2018,52.0
251,2019,52.0
251,2020,52.0
251,2021,47.0
252,2017,52.0
252,2018,52.0
252,2019,52.0
252,2020,52.0
252,2021,52.0
253,2017,
253,2018,
253,2019,
253,2020,
253,2021,
254,2017,52.0
254,2018,51.0
254,2019,52.0
254,2020,52.0
254,2021,46.0
255,2017,52.0
255,2018,52.0
255,2019,51.0
255,2020,51.0
255,2021,40.0
256,2017,0.0
256,2018,40.0
256,2019,52.0
256,2020,52.0
256,2021,45.0
257,2017,52.0
257,2018,1.0
257,2019,
257,2020,
257,2021,
258,2017,52.0
258,2018,52.0
258,2019,52.0
258,2020,52.0
258,2021,39.0
259,2017,52.0
259,2018,52.0
259,2019,52.0
259,2020,17.0
259,2021,
260,2017,52.0
260,2018,52.0
260,2019,43.0
260,2020,52.0
260,2021,41.0
261,2017,52.0
261,2018,52.0
261,2019,52.0
261,2020,7.0
261,2021,
262,2017,52.0
262,2018,52.0
262,2019,42.0
262,2020,
262,2021,
263,2017,0.0
263,2018,0.0
263,2019,0.0
263,2020,0.0
263,2021,0.0
264,2017,52.0
264,2018,52.0
264,2019,52.0
264,2020,51.0
264,2021,40.0
265,2017,52.0
265,2018,52.0
265,2019,52.0
265,2020,52.0
265,2021,39.0
266,2017,18.0
266,2018,52.0
266,2019,52.0
266,2020,
266,2021,0.0
267,2017,52.0
267,2018,52.0
267,2019,52.0
267,2020,40.0
267,2021,41.0
268,2017,52.0
268,2018,52.0
268,2019,52.0
268,2020,52.0
268,2021,43.0
269,2017,
269,2018,
269,2019,
269,2020,
269,2021,
270,2017,0.0
270,2018,
270,2019,
270,2020,
270,2021,
271,2017,2.0
271,2018,0.0
271,2019,0.0
271,2020,0.0
271,2021,19.0
272,2017,0.0
272,2018,0.0
272,2019,0.0
272,2020,0.0
272,2021,0.0
273,2017,52.0
273,2018,34.0
273,2019,8.0
273,2020,12.0
273,2021,47.0
274,2017,
274,2018,
274,2019,
274,2020,
274,2021,
275,2017,52.0
275,2018,52.0
275,2019,52.0
275,2020,52.0
275,2021,52.0
276,2017,
276,2018,
276,2019,
276,2020,
276,2021,
277,2017,
277,2018,
277,2019,
277,2020,
277,2021,
278,2017,52.0
278,2018,52.0
278,2019,52.0
278,2020,37.0
278,2021,42.0
279,2017,52.0
279,2018,52.0
279,2019,52.0
279,2020,7.0
279,2021,
280,2017,52.0
280,2018,52.0
280,2019,52.0
280,2020,52.0
280,2021,52.0
281,2017,52.0
281,2018,52.0
281,2019,52.0
281,2020,52.0
281,2021,43.0
282,2017,52.0
282,2018,22.0
282,2019,0.0
282,2020,0.0
282,2021,0.0
283,2017,52.0
283,2018,52.0
283,2019,52.0
283,2020,52.0
283,2021,39.0
284,2017,
284,2018,
284,2019,39.0
284,2020,34.0
284,2021,44.0
285,2017,52.0
285,2018,52.0
285,2019,52.0
285,2020,52.0
285,2021,45.0
286,2017,52.0
286,2018,52.0
286,2019,44.0
286,2020,40.0
286,2021,39.0
287,2017,52.0
287,2018,52.0
287,2019,52.0
287,2020,52.0
287,2021,43.0
288,2017,52.0
288,2018,52.0
288,2019,52.0
288,2020,52.0
288,2021,49.0
289,2017,52.0
289,2018,52.0
289,2019,32.0
289,2020,52.0
289,2021,46.0
290,2017,48.0
290,2018,50.0
290,2019,52.0
290,2020,52.0
290,2021,46.0
291,2017,0.0
291,2018,0.0
291,2019,0.0
291,2020,0.0
291,2021,0.0
292,2017,49.0
292,2018,51.0
292,2019,52.0
292,2020,52.0
292,2021,52.0
293,2017,52.0
293,2018,52.0
293,2019,45.0
293,2020,52.0
293,2021,41.0
294,2017,52.0
294,2018,52.0
294,2019,52.0
294,2020,52.0
294,2021,44.0
295,2017,52.0
295,2018,52.0
295,2019,52.0
295,2020,52.0
295,2021,44.0
296,2017,52.0
296,2018,52.0
296,2019,52.0
296,2020,52.0
296,2021,40.0
297,2017,
297,2018,
297,2019,
297,2020,
297,2021,
298,2017,50.0
298,2018,52.0
298,2019,52.0
298,2020,52.0
298,2021,42.0
299,2017,45.0
299,2018,52.0
299,2019,52.0
299,2020,52.0
299,2021,52.0
300,2017,0.0
300,2018,0.0
300,2019,0.0
300,2020,0.0
300,2021,0.0
301,2017,52.0
301,2018,52.0
301,2019,52.0
301,2020,7.0
301,2021,
302,2017,
302,2018,
302,2019,
302,2020,
302,2021,
303,2017,52.0
303,2018,40.0
303,2019,0.0
303,2020,0.0
303,2021,8.0
304,2017,52.0
304,2018,52.0
304,2019,52.0
304,2020,52.0
304,2021,40.0
305,2017,46.0
305,2018,52.0
305,2019,52.0
305,2020,52.0
305,2021,52.0
306,2017,52.0
306,2018,52.0
306,2019,52.0
306,2020,52.0
306,2021,52.0
307,2017,52.0
307,2018,52.0
307,2019,52.0
307,2020,52.0
307,2021,45.0
308,2017,52.0
308,2018,52.0
308,2019,52.0
308,2020,52.0
308,2021,52.0
309,2017,52.0
309,2018,52.0
309,2019,52.0
309,2020,52.0
309,2021,50.0
310,2017,52.0
310,2018,52.0
310,2019,52.0
310,2020,52.0
310,2021,52.0
311,2017,52.0
311,2018,52.0
311,2019,49.0
311,2020,52.0
311,2021,42.0
312,2017,0.0
312,2018,
312,2019,
312,2020,
312,2021,
313,2017,52.0
313,2018,52.0
313,2019,52.0
313,2020,52.0
313,2021,42.0
314,2017,
314,2018,
314,2019,
314,2020,
314,2021,
315,2017,10.0
315,2018,46.0
315,2019,52.0
315,2020,47.0
315,2021,16.0
316,2017,
316,2018,
316,2019,
316,2020,
316,2021,
317,2017,52.0
317,2018,30.0
317,2019,
317,2020,
317,2021,
318,2017,
318,2018,
318,2019,
318,2020,
318,2021,
319,2017,
319,2018,
319,2019,
319,2020,
319,2021,
320,2017,52.0
320,2018,52.0
320,2019,52.0
320,2020,16.0
320,2021,49.0
321,2017,52.0
321,2018,52.0
321,2019,52.0
321,2020,52.0
321,2021,52.0
322,2017,52.0
322,2018,52.0
322,2019,52.0
322,2020,52.0
322,2021,42.0
323,2017,51.0
323,2018,52.0
323,2019,52.0
323,2020,52.0
323,2021,46.0
324,2017,
324,2018,
324,2019,
324,2020,
324,2021,
325,2017,52.0
325,2018,52.0
325,2019,52.0
325,2020,52.0
325,2021,52.0
326,2017,
326,2018,
326,2019,
326,2020,
326,2021,
327,2017,52.0
327,2018,52.0
327,2019,52.0
327,2020,52.0
327,2021,43.0
328,2017,
328,2018,
328,2019,
328,2020,
328,2021,
329,2017,52.0
329,2018,52.0
329,2019,52.0
329,2020,5.0
329,2021,
330,2017,
330,2018,
330,2019,
330,2020,
330,2021,
331,2017,52.0
331,2018,52.0
331,2019,52.0
331,2020,52.0
331,2021,39.0
332,2017,52.0
332,2018,52.0
332,2019,52.0
332,2020,52.0
332,2021,43.0
333,2017,52.0
333,2018,52.0
333,2019,52.0
333,2020,52.0
333,2021,38.0
334,2017,26.0
334,2018,52.0
334,2019,52.0
334,2020,33.0
334,2021,39.0
335,2017,52.0
335,2018,52.0
335,2019,52.0
335,2020,15.0
335,2021,21.0
336,2017,52.0
336,2018,52.0
