itemid,citation,creatorid,creator,title,birth_year,death_year,category,creation_date
115783,"Musper, H. Theo",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,Cleveland Museu,2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,The Cleveland M,2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Turner, Evan H.",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"May, Sally Ruth",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Eikelmann, Rena",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Ilardi, Vincent",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,Cleveland Museu,2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Nash, Susie, Ti",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Oberhaidacher, ",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Gertsman, Elina",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
115783,"Gertsman, Elina",2490,Master of Heili,Death of the Virgin,,,MED - Medieval Art,c. 1400
117028,"Francis, Henry ",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,“Art Throughout,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,Golden Gate Int,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,Palace of Fine ,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Tietze, Hans. <",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Benesch, Otto. ",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,Detroit Institu,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,Detroit Institu,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Morassi, Antoni",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Muraro, Michela",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,The Cleveland M,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,The Cleveland M,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Mariuz, Adriano",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,The Cleveland M,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Vetrocq, Marcia",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Vetrocq, Marcia",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Fehl, Philipp P",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Gealt, Adelheid",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Carmean, E.A.<e",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,“Museum and Dea,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Ashbery, John. ",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Knox, George. """,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Borowitz, Helen",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Gealt, Adelheid",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Levey, Michael.",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Mariuz, Adriano",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Succi, Dario, M",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Pedrocco, Filip",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Fehl, Philipp P",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Martineau, Jane",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Alpers, Svetlan",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Sciré, Giovanna",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Gealt, Adelheid",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Paulin, Roger a",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Wolk-Simon, Lin",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,Cleveland Museu,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Mariuz, Adriano",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"Calasso, Robert",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,"McHale, Katheri",1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117028,Cleveland Museu,1185,Giovanni Domeni,A Spring Shower,1727,1804,DR - Italian,1790s-1804
117032,"Biadi, Luigi. <",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Reumont, Alfred",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Venturi, Adolfo",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Redford, George",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Vasari, Giorgio",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Guinness, H. <e",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Graves, Algerno",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,The Cleveland M,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Francis, Henry ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"""Au Cleveland M",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Gibson, Kathari",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,<em>Paintings i,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Coe, Nancy. <em",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,The Cleveland M,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Härth, Isolde. ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Wescher, Paul. ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Berenson, Berna",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Freedberg, S. J",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Jaffe, Michael.",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Shearman, John ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,The Cleveland M,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Hillyer, V. M.,",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Coe, Ralph T. """,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,Cleveland Museu,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Murray, Linda. ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,The Cleveland M,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,Cleveland Museu,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Avery, Catherin",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Fredericksen, B",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Lurie, Ann Tzeu",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Fader, Martha A",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,The Cleveland M,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Vos, Rik. <em>L",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Hall, Marcia B.",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,<em>Masterpiece,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Natali, Antonio",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"May, Sally Ruth",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Keiith, Larry. ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Franklin, David",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Iacono, Margare",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Channing, Laure",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Boskovits, Mikl",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Wetering, Ernst",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Hilaire, Michel",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Hout, Nico van,",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Pontormo, Jacop",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,Cleveland Museu,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Bomford, David.",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,Carmen C. Bamba,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Jenison, Tim, J",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Steele, Marcia.",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Schumacher, And",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Bayer, A., et. ",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,"Hall, Marcia B.",2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117032,Symposium for t,2291,Andrea del Sart,The Sacrifice of Isaac,1486,1530,P - Italian 16th & 17th Century,c. 1527
117714,The Cleveland M,14375,Worcester Porce,Punch Bowl,,,Decorative Arts,c. 1770
117714,The Cleveland M,14375,Worcester Porce,Punch Bowl,,,Decorative Arts,c. 1770
117714,The Cleveland M,14375,Worcester Porce,Punch Bowl,,,Decorative Arts,c. 1770
117714,Cleveland Museu,14375,Worcester Porce,Punch Bowl,,,Decorative Arts,c. 1770
117766,"Shaw, James Bya",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Rava, Aldo. <em",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Fiocco, Giusepp",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Ojetti, Ugo et ",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Pallucchini, Ro",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,“Cleveland: A M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Francis, Henry ",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Smith College, ",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Goering, Max. “",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Mongan, Agnes. ",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Pallucchini, Ro",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Benesch, Otto. ",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Tietze, Hans. <",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,Fogg Museum of ,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Milliken, Willi",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Detroit Ins,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Morassi, Antoni",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Milliken, Willi",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Alsop, Joseph. ",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,Precerutti-Garb,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Bean, Jacob and",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Pallucchini, Ro",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Knox, George, a",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Pallucchini, Ro",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,Fondazione Gior,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,Wallraf-Richart,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Martineau, Jane",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Alpers, Svetlan",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,National Galler,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,"Romanelli, Gian",1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,Cleveland Museu,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117766,The Cleveland M,1198,Giovanni Battis,A Young Woman Buying a Pink from a Young Man,1682,1754,DR - Italian,c. 1740
117767,“Cleveland: A M,1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Millikan, Willi",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Francis, Henry ",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,Fogg Museum of ,1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,“Exhibition of ,1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Johnson, Mark M",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Jones, Leslie. ",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Pallucchini, Ro",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Knox, George, a",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Puglisi, Cather",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Martineau, Jane",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Sciré, Giovanna",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Aikema, Bernard",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,"Aikema, Bernard",1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117767,Cleveland Museu,1198,Giovanni Battis,A Flying Angel (recto); Studies of Hands Playing Instruments (verso),1682,1754,DR - Italian,1723–1727
117768,“Cleveland: A M,1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Millikan, Willi",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Francis, Henry ",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,Fogg Museum of ,1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,“Exhibition of ,1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Johnson, Mark M",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Jones, Leslie. ",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Pallucchini, Ro",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Knox, George. <",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Puglisi, Cather",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Martineau, Jane",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Sciré, Giovanna",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,"Aikema, Bernard",1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117768,Cleveland Museu,1198,Giovanni Battis,A Flying Angel (recto),1682,1754,DR - Italian,1723–1727
117774,"Oesterreich, Ma",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Ad. Braun &amp;,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Seidel, Paul. <",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Staley, Edgcumb",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Seidel, Paul, W",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Seidel, Paul. <",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Foerster, C. F.",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Ingersoll-Smous,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Dimier, Louis.<",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Valentiner, Wil",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Gilman, Margare",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Maurois, André",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Francis, Henry ",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,New York World',1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Duveen Brothers,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,<em>Paintings i,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Carnegie Instit,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Art Institute o,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,The Cleveland M,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Baltimore Museu,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,Century 21 Expo,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Jaffé, Michael,",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,The Cleveland M,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,The Cleveland M,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Ferré, Jean, R",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,The Cleveland M,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,The Cleveland M,1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Vogtherr, Chris",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117774,"Schwarzer, Marj",1927,Jean-Baptiste P,Dancers in a Pavilion,1695,1736,P - French 18th Century,1720s
117894,"Foote, Helen S.",,,,,,,
117894,"Lane, James W. ",,,,,,,
117894,"""Au Cleveland M",,,,,,,
117894,"Petridis, Const",,,,,,,
117894,"Petridis, Const",,,,,,,
117894,<em>Bronzes and,,,,,,,
117894,Windmuller-Luna,,,,,,,
117894,<em>Digital Ben,,,,,,,
117905,"Milliken, Willi",,,,,,,
117905,"Foote, Helen S.",,,,,,,
117905,"""Au Cleveland M",,,,,,,
117905,Washington Howa,,,,,,,
117905,The Cleveland M,,,,,,,
117905,"Burton, Richard",,,,,,,
117905,The Cleveland M,,,,,,,
117905,"Fagg, William<e",,,,,,,
117905,"Moore, Janet Ga",,,,,,,
117905,The Cleveland M,,,,,,,
117905,Cleveland Museu,,,,,,,
117905,The Cleveland M,,,,,,,
117905,"Anderson, Ross,",,,,,,,
117905,Cleveland Museu,,,,,,,
117905,Cleveland Museu,,,,,,,
117905,"Perani, Judith,",,,,,,,
117905,"May, Sally Ruth",,,,,,,
117905,"Petridis, Const",,,,,,,
117905,"Binder, Lisa, """,,,,,,,
117905,"Petridis, Const",,,,,,,
117905,Cleveland Museu,,,,,,,
117905,Windmuller-Luna,,,,,,,
117905,<em>Digital Ben,,,,,,,
117918,"""Au Cleveland M",,,,,,,
117918,The Cleveland M,,,,,,,
117918,The Cleveland M,,,,,,,
117918,The Cleveland M,,,,,,,
117918,The Cleveland M,,,,,,,
117918,"Neils, Jenifer.",,,,,,,
117940,Umehara Sueji 梅,,,,,,,
117940,“Accessions.” <,,,,,,,
117940,"Hollis, Howard ",,,,,,,
117940,"Morgan, Whitney",,,,,,,
117940,"Hollis, Howard.",,,,,,,
117940,“Art and Archae,,,,,,,
117940,The Cleveland M,,,,,,,
117940,"Consten, Eleano",,,,,,,
117940,"Misugi, Takatos",,,,,,,
117940,"Misugi, Takatos",,,,,,,
117940,"Tucci, Giuseppe",,,,,,,
117940,"Jenyns, Soame, ",,,,,,,
117940,"Fontein, Jan. """,,,,,,,
117940,"Lee, Sherman E.",,,,,,,
117940,The Cleveland M,,,,,,,
117940,<em>Selected Wo,,,,,,,
117940,Luzzatto-Bilitz,,,,,,,
117940,"Watson, William",,,,,,,
117940,"Riviere, Jean R",,,,,,,
117940,"Alsop, Joseph. ",,,,,,,
117940,"Alsop, Joseph. ",,,,,,,
117940,"Munsterberg, Hu",,,,,,,
117940,"Aida, Yūji. <e",,,,,,,
117940,The Cleveland M,,,,,,,
117940,"Froncek, Thomas",,,,,,,
117940,Kadokawa Shoten,,,,,,,
117940,"Fricke, Berthol",,,,,,,
117940,"Barnard, Noel. ",,,,,,,
117940,"Cooper, Barbara",,,,,,,
117940,"Glubok, Shirley",,,,,,,
117940,"Ridley, Michael",,,,,,,
